priority,keyword,category,functional_group
47,kombu,Plant/Vegetable,PLANT_VEG
47,dulse,Plant/Vegetable,PLANT_VEG
47,arame,Plant/Vegetable,PLANT_VEG
47,hijiki,Plant/Vegetable,PLANT_VEG
47,kelp,Plant/Vegetable,PLANT_VEG
47,agar,Plant/Vegetable,PLANT_VEG
47,seaweed,Plant/Vegetable,PLANT_VEG
48,dal,Legume,LEGUME
48,dhal,Legume,LEGUME
48,urad,Legume,LEGUME
48,toor,Legume,LEGUME
48,moong,Legume,LEGUME
48,mung,Legume,LEGUME
48,chana,Legume,LEGUME
48,masoor,Legume,LEGUME
48,arhar,Legume,LEGUME
48,rajma,Legume,LEGUME
48,dal_makhani,Legume,LEGUME
49,curry_paste,Spice,SPICE
49,curry_powder,Spice,SPICE
49,masala,Spice,SPICE
49,garam_masala,Spice,SPICE
49,tandoori,Spice,SPICE
49,ras_el_hanout,Spice,SPICE
49,berbere,Spice,SPICE
49,dukkah,Spice,SPICE
49,za_atar,Spice,SPICE
49,zaatar,Spice,SPICE
49,herbes_de_provence,Spice,SPICE
49,italian_seasoning,Spice,SPICE
49,old_bay,Spice,SPICE
49,cajun,Spice,SPICE
49,creole,Spice,SPICE
49,adobo,Spice,SPICE
49,sazon,Spice,SPICE
49,panch_phoron,Spice,SPICE
49,quatre_epices,Spice,SPICE
49,sansho,Spice,SPICE
49,poultry_seasoning,Spice,SPICE
49,taco_seasoning,Spice,SPICE
49,seafood_seasoning,Spice,SPICE
49,asian_seasoning,Spice,SPICE
49,seasoning_blend,Spice,SPICE
49,spice_blend,Spice,SPICE
49,pizza_seasoning,Spice,SPICE
49,pickling_spice,Spice,SPICE
49,mixed_spice,Spice,SPICE
49,sambhar,Spice,SPICE
49,shichimi,Spice,SPICE
49,furikake,Spice,SPICE
50,achiote,Spice,SPICE
50,annatto,Spice,SPICE
50,asafoetida,Spice,SPICE
50,amchur,Spice,SPICE
50,amchoor,Spice,SPICE
50,ajwain,Spice,SPICE
50,ajwan,Spice,SPICE
50,carom,Spice,SPICE
50,kalonji,Spice,SPICE
50,nigella,Spice,SPICE
50,sumaq,Spice,SPICE
50,sumac,Spice,SPICE
50,sansho,Spice,SPICE
50,piment,Spice,SPICE
50,piri_piri,Spice,SPICE
50,harissa,Spice,SPICE
50,chipotle,Spice,SPICE
50,ancho,Spice,SPICE
50,pasilla,Spice,SPICE
50,arbol,Spice,SPICE
50,anaheim,Spice,SPICE
50,fresno,Spice,SPICE
50,serrano,Spice,SPICE
50,aleppo,Spice,SPICE
51,soy_sauce,Condiment,CONDIMENT
51,tamari,Condiment,CONDIMENT
51,shoyu,Condiment,CONDIMENT
51,hoisin,Condiment,CONDIMENT
51,oyster_sauce,Condiment,CONDIMENT
51,fish_sauce,Condiment,CONDIMENT
51,nam_pla,Condiment,CONDIMENT
51,nuoc,Condiment,CONDIMENT
51,patis,Condiment,CONDIMENT
51,ponzu,Condiment,CONDIMENT
51,tonkatsu,Condiment,CONDIMENT
51,okonomiyaki,Condiment,CONDIMENT
51,teriyaki,Condiment,CONDIMENT
51,mirin,Condiment,CONDIMENT
51,gochujang,Condiment,CONDIMENT
51,sambal,Condiment,CONDIMENT
51,sriracha,Condiment,CONDIMENT
51,chili_oil,Condiment,CONDIMENT
51,black_bean_sauce,Condiment,CONDIMENT
51,satay_sauce,Condiment,CONDIMENT
51,sweet_chili,Condiment,CONDIMENT
51,tom_yum,Condiment,CONDIMENT
51,szechuan,Condiment,CONDIMENT
51,stir_fry_sauce,Condiment,CONDIMENT
51,ajinomoto,Condiment,CONDIMENT
51,msg,Condiment,CONDIMENT
52,ranch,Condiment,CONDIMENT
52,caesar,Condiment,CONDIMENT
52,italian_dressing,Condiment,CONDIMENT
52,vinaigrette,Condiment,CONDIMENT
52,thousand_island,Condiment,CONDIMENT
52,russian_dressing,Condiment,CONDIMENT
52,western_dressing,Condiment,CONDIMENT
52,remoulade,Condiment,CONDIMENT
52,tartar_sauce,Condiment,CONDIMENT
52,aioli,Condiment,CONDIMENT
52,hollandaise,Condiment,CONDIMENT
52,bearnaise,Condiment,CONDIMENT
52,bechamel,Condiment,CONDIMENT
52,roux,Condiment,CONDIMENT
52,bbq_sauce,Condiment,CONDIMENT
52,barbecue_sauce,Condiment,CONDIMENT
52,buffalo_sauce,Condiment,CONDIMENT
52,hot_sauce,Condiment,CONDIMENT
52,enchilada_sauce,Condiment,CONDIMENT
52,taco_sauce,Condiment,CONDIMENT
52,picante_sauce,Condiment,CONDIMENT
52,pico_de_gallo,Condiment,CONDIMENT
52,sofrito,Condiment,CONDIMENT
52,romesco,Condiment,CONDIMENT
52,tapenade,Condiment,CONDIMENT
52,tzatziki,Condiment,CONDIMENT
52,sloppy_joe,Condiment,CONDIMENT
52,pizza_sauce,Condiment,CONDIMENT
52,passata,Condiment,CONDIMENT
52,meat_sauce,Condiment,CONDIMENT
52,alfredo,Condiment,CONDIMENT
53,pickle,Acid/Sour,ACID
53,pickled,Acid/Sour,ACID
53,sauerkraut,Acid/Sour,ACID
53,kimchi,Acid/Sour,ACID
53,brine,Acid/Sour,ACID
53,caper,Acid/Sour,ACID
53,olive,Acid/Sour,ACID
53,gherkin,Acid/Sour,ACID
53,cornichon,Acid/Sour,ACID
53,preserved_lemon,Acid/Sour,ACID
53,umeboshi,Acid/Sour,ACID
53,verjuice,Acid/Sour,ACID
54,stock,Condiment,CONDIMENT
54,broth,Condiment,CONDIMENT
54,bouillon,Condiment,CONDIMENT
54,dashi,Condiment,CONDIMENT
54,consomme,Condiment,CONDIMENT
54,jus,Condiment,CONDIMENT
54,dripping,Condiment,CONDIMENT
54,pan_juice,Condiment,CONDIMENT
54,fond,Condiment,CONDIMENT
55,soy_protein,Plant Protein,PLANT_PROTEIN
55,textured_vegetable_protein,Plant Protein,PLANT_PROTEIN
55,tvp,Plant Protein,PLANT_PROTEIN
55,tempeh,Plant Protein,PLANT_PROTEIN
55,seitan,Plant Protein,PLANT_PROTEIN
55,jackfruit,Plant Protein,PLANT_PROTEIN
55,mycoprotein,Plant Protein,PLANT_PROTEIN
55,quorn,Plant Protein,PLANT_PROTEIN
55,vegan_burger,Plant Protein,PLANT_PROTEIN
55,veggie_burger,Plant Protein,PLANT_PROTEIN
55,veggie_crumbles,Plant Protein,PLANT_PROTEIN
55,soy_crumbles,Plant Protein,PLANT_PROTEIN
55,nutritional_yeast,Plant Protein,PLANT_PROTEIN
55,okara,Plant Protein,PLANT_PROTEIN
56,xylitol,Sweetener,SWEETENER
56,sorbitol,Sweetener,SWEETENER
56,erythritol,Sweetener,SWEETENER
56,splenda,Sweetener,SWEETENER
56,truvia,Sweetener,SWEETENER
56,stevia,Sweetener,SWEETENER
56,sweet_n_low,Sweetener,SWEETENER
56,aspartame,Sweetener,SWEETENER
56,saccharin,Sweetener,SWEETENER
56,piloncillo,Sweetener,SWEETENER
56,sucanat,Sweetener,SWEETENER
56,jaggery,Sweetener,SWEETENER
56,palm_sugar,Sweetener,SWEETENER
56,date_syrup,Sweetener,SWEETENER
56,golden_syrup,Sweetener,SWEETENER
56,corn_syrup,Sweetener,SWEETENER
56,icing_sugar,Sweetener,SWEETENER
56,powdered_sugar,Sweetener,SWEETENER
56,caster_sugar,Sweetener,SWEETENER
56,sultana,Sweetener,SWEETENER
56,raisin,Sweetener,SWEETENER
57,taro,Root Vegetable,ROOT_VEG
57,cassava,Root Vegetable,ROOT_VEG
57,yucca,Root Vegetable,ROOT_VEG
57,plantain,Root Vegetable,ROOT_VEG
57,salsify,Root Vegetable,ROOT_VEG
57,jicama,Root Vegetable,ROOT_VEG
57,lotus_root,Root Vegetable,ROOT_VEG
57,arrowroot,Root Vegetable,ROOT_VEG
57,water_chestnut,Root Vegetable,ROOT_VEG
57,yamaimo,Root Vegetable,ROOT_VEG
57,yam,Root Vegetable,ROOT_VEG
58,rocket,Leafy Green,LEAFY_GREEN
58,arugula,Leafy Green,LEAFY_GREEN
58,pak_choi,Leafy Green,LEAFY_GREEN
58,bok_choy,Leafy Green,LEAFY_GREEN
58,tatsoi,Leafy Green,LEAFY_GREEN
58,shiso,Leafy Green,LEAFY_GREEN
58,pandan,Leafy Green,LEAFY_GREEN
58,nopales,Leafy Green,LEAFY_GREEN
58,romaine,Leafy Green,LEAFY_GREEN
58,spring_green,Leafy Green,LEAFY_GREEN
58,salad_green,Leafy Green,LEAFY_GREEN
58,salad_leaf,Leafy Green,LEAFY_GREEN
59,tomatillo,Fruiting Veg,FRUITING_VEG
59,plantain,Fruiting Veg,FRUITING_VEG
59,chayote,Fruiting Veg,FRUITING_VEG
59,bitter_melon,Fruiting Veg,FRUITING_VEG
59,drumstick,Fruiting Veg,FRUITING_VEG
59,moringa,Fruiting Veg,FRUITING_VEG
60,pomelo,Fruit,FRUIT
60,jackfruit,Fruit,FRUIT
60,longan,Fruit,FRUIT
60,rambutan,Fruit,FRUIT
60,durian,Fruit,FRUIT
60,tamarillo,Fruit,FRUIT
60,carambola,Fruit,FRUIT
60,starfruit,Fruit,FRUIT
60,feijoa,Fruit,FRUIT
60,pluot,Fruit,FRUIT
60,ugli_fruit,Fruit,FRUIT
61,espresso,Coffee/Tea,COFFEE_TEA
61,americano,Coffee/Tea,COFFEE_TEA
61,latte,Coffee/Tea,COFFEE_TEA
61,cappuccino,Coffee/Tea,COFFEE_TEA
61,ovaltine,Coffee/Tea,COFFEE_TEA
61,chicory,Coffee/Tea,COFFEE_TEA
61,yerba,Coffee/Tea,COFFEE_TEA
61,rooibos,Coffee/Tea,COFFEE_TEA
61,malt,Coffee/Tea,COFFEE_TEA
61,horlicks,Coffee/Tea,COFFEE_TEA
62,oatmeal,Whole Grain,WHOLE_GRAIN
62,oat,Whole Grain,WHOLE_GRAIN
62,muesli,Whole Grain,WHOLE_GRAIN
62,granola,Whole Grain,WHOLE_GRAIN
62,cornflakes,Whole Grain,WHOLE_GRAIN
62,bran_flakes,Whole Grain,WHOLE_GRAIN
62,shreddies,Whole Grain,WHOLE_GRAIN
62,special_k,Whole Grain,WHOLE_GRAIN
62,grits,Whole Grain,WHOLE_GRAIN
62,polenta,Whole Grain,WHOLE_GRAIN
62,hominy,Whole Grain,WHOLE_GRAIN
62,posole,Whole Grain,WHOLE_GRAIN
62,wheatberries,Whole Grain,WHOLE_GRAIN
62,rye_flake,Whole Grain,WHOLE_GRAIN
62,sago,Whole Grain,WHOLE_GRAIN
62,psyllium,Whole Grain,WHOLE_GRAIN
63,yeast,Starch/Flour,STARCH_FLOUR
63,baking_powder,Starch/Flour,STARCH_FLOUR
63,baking_soda,Starch/Flour,STARCH_FLOUR
63,cream_of_tartar,Starch/Flour,STARCH_FLOUR
63,rennet,Starch/Flour,STARCH_FLOUR
63,pectin,Starch/Flour,STARCH_FLOUR
63,gelatin,Starch/Flour,STARCH_FLOUR
63,agar,Starch/Flour,STARCH_FLOUR
63,xanthan_gum,Starch/Flour,STARCH_FLOUR
63,vital_wheat_gluten,Starch/Flour,STARCH_FLOUR
63,sodium_bicarbonate,Starch/Flour,STARCH_FLOUR
64,pignolis,Tree Nut,TREE_NUT
64,pepitas,Tree Nut,TREE_NUT
64,nutmeats,Tree Nut,TREE_NUT
64,mixed_nuts,Tree Nut,TREE_NUT
64,praline_paste,Tree Nut,TREE_NUT
64,tahini,Tree Nut,TREE_NUT
64,almond_paste,Tree Nut,TREE_NUT
64,marzipan,Tree Nut,TREE_NUT
64,nutella,Tree Nut,TREE_NUT
65,lemonade,Beverage,BEVERAGE
65,cola,Beverage,BEVERAGE
65,soda,Beverage,BEVERAGE
65,juice,Beverage,BEVERAGE
65,smoothie,Beverage,BEVERAGE
65,energy_drink,Beverage,BEVERAGE
65,sports_drink,Beverage,BEVERAGE
65,kombucha,Beverage,BEVERAGE
65,horchata,Beverage,BEVERAGE
65,lassi,Beverage,BEVERAGE
65,coconut_water,Beverage,BEVERAGE
65,v8,Beverage,BEVERAGE
65,kool_aid,Beverage,BEVERAGE
65,gatorade,Beverage,BEVERAGE
65,red_bull,Beverage,BEVERAGE
65,sprite,Beverage,BEVERAGE
65,pepsi,Beverage,BEVERAGE
65,7_up,Beverage,BEVERAGE
65,mountain_dew,Beverage,BEVERAGE
66,miso,Plant Protein,PLANT_PROTEIN
66,natto,Plant Protein,PLANT_PROTEIN
66,edamame,Plant Protein,PLANT_PROTEIN
66,soy_sauce,Plant Protein,PLANT_PROTEIN
66,soymilk,Plant Protein,PLANT_PROTEIN
66,soy_flour,Plant Protein,PLANT_PROTEIN
66,soy_protein,Plant Protein,PLANT_PROTEIN
67,smoked_salmon,Seafood,SEAFOOD
67,lox,Seafood,SEAFOOD
67,gravlax,Seafood,SEAFOOD
67,smoked_mackerel,Seafood,SEAFOOD
67,smoked_trout,Seafood,SEAFOOD
67,smoked_whitefish,Seafood,SEAFOOD
67,smoked_herring,Seafood,SEAFOOD
67,kipper,Seafood,SEAFOOD
67,finnan_haddie,Seafood,SEAFOOD
68,candy,Bakery/Dessert/Snack,BAKERY
68,sweets,Bakery/Dessert/Snack,BAKERY
68,gummy,Bakery/Dessert/Snack,BAKERY
68,licorice,Bakery/Dessert/Snack,BAKERY
68,toffee,Bakery/Dessert/Snack,BAKERY
68,fudge,Bakery/Dessert/Snack,BAKERY
68,nougat,Bakery/Dessert/Snack,BAKERY
68,mints,Bakery/Dessert/Snack,BAKERY
68,peppermint_candy,Bakery/Dessert/Snack,BAKERY
68,jelly_bean,Bakery/Dessert/Snack,BAKERY
68,hard_candy,Bakery/Dessert/Snack,BAKERY
68,lollipop,Bakery/Dessert/Snack,BAKERY
69,sauce,Condiment,CONDIMENT
69,paste,Condiment,CONDIMENT
69,gravy,Condiment,CONDIMENT
69,dip,Condiment,CONDIMENT
69,spread,Condiment,CONDIMENT
69,relish,Condiment,CONDIMENT
69,coulis,Condiment,CONDIMENT
69,compote,Condiment,CONDIMENT
69,jam,Condiment,CONDIMENT
69,jelly,Condiment,CONDIMENT
69,preserve,Condiment,CONDIMENT
70,lavender,Flower,HERB
70,chamomile,Flower,HERB
70,rose,Flower,HERB
70,violet,Flower,HERB
70,hibiscus,Flower,HERB
70,elderflower,Flower,HERB
70,borage,Flower,HERB
70,nasturtium,Flower,HERB
70,calendula,Flower,HERB
70,marigold,Flower,HERB
70,dandelion,Flower,HERB
70,jasmine,Flower,HERB
70,saffron_flower,Flower,HERB
71,lemongrass,Herb,HERB
71,culantro,Herb,HERB
71,epazote,Herb,HERB
71,shiso,Herb,HERB
71,pandan,Herb,HERB
71,methi,Herb,HERB
71,kasuri_methi,Herb,HERB
71,curry_leaf,Herb,HERB
71,kaffir,Herb,HERB
71,mitsuba,Herb,HERB
71,mizuna,Herb,HERB
71,fenugreek_leaf,Herb,HERB
71,gremolata,Herb,HERB
71,bouquet_garni,Herb,HERB
71,fines_herbes,Herb,HERB
71,herbes_de_provence,Herb,HERB
72,chile,Spice,SPICE
72,chiles,Spice,SPICE
72,chili,Spice,SPICE
72,chilies,Spice,SPICE
72,chipotle,Spice,SPICE
72,ancho,Spice,SPICE
72,pasilla,Spice,SPICE
72,guajillo,Spice,SPICE
72,arbol,Spice,SPICE
72,habanero,Spice,SPICE
72,serrano,Spice,SPICE
72,jalapeno,Spice,SPICE
72,anaheim,Spice,SPICE
72,fresno,Spice,SPICE
72,bird_chile,Spice,SPICE
72,thai_chile,Spice,SPICE
72,hatch_chile,Spice,SPICE
72,piri_piri,Spice,SPICE
72,peri_peri,Spice,SPICE
72,piment,Spice,SPICE
72,aleppo,Spice,SPICE
72,cascabel,Spice,SPICE
72,mulato,Spice,SPICE
72,ghost_pepper,Spice,SPICE
72,scotch_bonnet,Spice,SPICE
73,garam,Spice,SPICE
73,masala,Spice,SPICE
73,dhaniya,Spice,SPICE
73,jeera,Spice,SPICE
73,sambhar,Spice,SPICE
73,file_powder,Spice,SPICE
73,grains_of_paradise,Spice,SPICE
73,sumac,Spice,SPICE
73,za_atar,Spice,SPICE
73,berbere,Spice,SPICE
73,dukkah,Spice,SPICE
73,ras_el_hanout,Spice,SPICE
73,hawaij,Spice,SPICE
73,jerk,Spice,SPICE
73,blackening,Spice,SPICE
73,creole,Spice,SPICE
73,cajun,Spice,SPICE
73,italian_spice,Spice,SPICE
73,mixed_spice,Spice,SPICE
73,dry_rub,Spice,SPICE
73,spike_seasoning,Spice,SPICE
73,old_bay,Spice,SPICE
73,beau_monde,Spice,SPICE
73,emeril,Spice,SPICE
73,tony_chachere,Spice,SPICE
73,seasoning,Spice,SPICE
74,fontina,Cheese,CHEESE
74,talleggio,Cheese,CHEESE
74,caciocavallo,Cheese,CHEESE
74,kefalotiri,Cheese,CHEESE
74,grana_padano,Cheese,CHEESE
74,bocconcini,Cheese,CHEESE
74,montrachet,Cheese,CHEESE
74,colby,Cheese,CHEESE
74,cheez_whiz,Cheese,CHEESE
74,crema,Cheese,CHEESE
74,mexican_crema,Cheese,CHEESE
75,eel,Seafood,SEAFOOD
75,crawfish,Seafood,SEAFOOD
75,crabmeat,Seafood,SEAFOOD
75,crab_meat,Seafood,SEAFOOD
75,dungeness,Seafood,SEAFOOD
75,hake,Seafood,SEAFOOD
75,kingfish,Seafood,SEAFOOD
75,shad,Seafood,SEAFOOD
75,butterfish,Seafood,SEAFOOD
75,calamari,Seafood,SEAFOOD
75,baby_calamari,Seafood,SEAFOOD
75,escargot,Seafood,SEAFOOD
75,frog,Seafood,SEAFOOD
75,kamaboko,Seafood,SEAFOOD
75,clams_in_shell,Seafood,SEAFOOD
75,cockle,Seafood,SEAFOOD
75,bonito,Seafood,SEAFOOD
75,katsuobushi,Seafood,SEAFOOD
76,duckling,Meat,MEAT
76,broiler,Meat,MEAT
76,capon,Meat,MEAT
76,dove,Meat,MEAT
76,foie_gras,Meat,MEAT
76,liverwurst,Meat,MEAT
76,knockwurst,Meat,MEAT
76,bresaola,Meat,MEAT
76,cocktail_frank,Meat,MEAT
76,frank,Meat,MEAT
76,ground_elk,Meat,MEAT
76,boston_butt,Meat,MEAT
76,filet_mignon,Meat,MEAT
76,fillet,Meat,MEAT
76,tenderloin,Meat,MEAT
76,poultry,Meat,MEAT
77,aubergine,Leafy Green,LEAFY_GREEN
77,courgette,Leafy Green,LEAFY_GREEN
77,rocket,Leafy Green,LEAFY_GREEN
77,coriander,Leafy Green,LEAFY_GREEN
77,spring_onion,Leafy Green,LEAFY_GREEN
77,mange_tout,Leafy Green,LEAFY_GREEN
77,marrow,Leafy Green,LEAFY_GREEN
77,swede,Leafy Green,LEAFY_GREEN
77,pak_choi,Leafy Green,LEAFY_GREEN
77,choy_sum,Leafy Green,LEAFY_GREEN
77,gai_lan,Leafy Green,LEAFY_GREEN
77,broccolini,Leafy Green,LEAFY_GREEN
77,cavolo_nero,Leafy Green,LEAFY_GREEN
77,escarole,Leafy Green,LEAFY_GREEN
77,frisee,Leafy Green,LEAFY_GREEN
77,dandelion_green,Leafy Green,LEAFY_GREEN
77,field_green,Leafy Green,LEAFY_GREEN
77,mesclun,Leafy Green,LEAFY_GREEN
77,mizuna,Leafy Green,LEAFY_GREEN
77,mache,Leafy Green,LEAFY_GREEN
77,tatsoi,Leafy Green,LEAFY_GREEN
77,fiddlehead,Leafy Green,LEAFY_GREEN
77,hearts_of_palm,Leafy Green,LEAFY_GREEN
77,nopales,Leafy Green,LEAFY_GREEN
77,brinjal,Leafy Green,LEAFY_GREEN
77,cactus,Leafy Green,LEAFY_GREEN
77,gourd,Leafy Green,LEAFY_GREEN
77,leafy_green,Leafy Green,LEAFY_GREEN
78,applesauce,Fruit,FRUIT
78,fruit_cocktail,Fruit,FRUIT
78,cranberry_sauce,Fruit,FRUIT
78,candied_fruit,Fruit,FRUIT
78,candied_peel,Fruit,FRUIT
78,candied_citron,Fruit,FRUIT
78,dried_fruit,Fruit,FRUIT
78,mixed_fruit,Fruit,FRUIT
78,fruit_filling,Fruit,FRUIT
78,frozen_fruit,Fruit,FRUIT
78,canned_fruit,Fruit,FRUIT
78,fruit_puree,Fruit,FRUIT
78,cantaloupe,Fruit,FRUIT
78,honeydew,Fruit,FRUIT
78,huckleberry,Fruit,FRUIT
78,crabapple,Fruit,FRUIT
78,barberry,Fruit,FRUIT
78,pluot,Fruit,FRUIT
78,citron,Fruit,FRUIT
78,pomelo,Fruit,FRUIT
78,craisins,Fruit,FRUIT
78,glace,Fruit,FRUIT
79,kirsch,Alcohol,ALCOHOL
79,kirschwasser,Alcohol,ALCOHOL
79,drambuie,Alcohol,ALCOHOL
79,galliano,Alcohol,ALCOHOL
79,grand_marnier,Alcohol,ALCOHOL
79,benedictine,Alcohol,ALCOHOL
79,herbsaint,Alcohol,ALCOHOL
79,framboise,Alcohol,ALCOHOL
79,eau_de_vie,Alcohol,ALCOHOL
79,creme_de,Alcohol,ALCOHOL
79,chablis,Alcohol,ALCOHOL
79,marsala,Alcohol,ALCOHOL
79,dry_marsala,Alcohol,ALCOHOL
79,merlot,Alcohol,ALCOHOL
79,cachaca,Alcohol,ALCOHOL
79,licor_43,Alcohol,ALCOHOL
79,lillet,Alcohol,ALCOHOL
79,goldschlager,Alcohol,ALCOHOL
79,everclear,Alcohol,ALCOHOL
79,grain_alcohol,Alcohol,ALCOHOL
79,rom,Alcohol,ALCOHOL
80,ladyfinger,Bakery/Dessert/Snack,BAKERY
80,gingerbread,Bakery/Dessert/Snack,BAKERY
80,gingersnap,Bakery/Dessert/Snack,BAKERY
80,macaroon,Bakery/Dessert/Snack,BAKERY
80,crepe,Bakery/Dessert/Snack,BAKERY
80,cannoli,Bakery/Dessert/Snack,BAKERY
80,cannelloni,Bakery/Dessert/Snack,BAKERY
80,ditalini,Bakery/Dessert/Snack,BAKERY
80,capellini,Bakery/Dessert/Snack,BAKERY
80,radiatore,Bakery/Dessert/Snack,BAKERY
80,cavatelli,Bakery/Dessert/Snack,BAKERY
80,manicotti,Bakery/Dessert/Snack,BAKERY
80,orecchiette,Bakery/Dessert/Snack,BAKERY
80,perciatelli,Bakery/Dessert/Snack,BAKERY
80,breadstick,Bakery/Dessert/Snack,BAKERY
80,crumpet,Bakery/Dessert/Snack,BAKERY
80,challah,Bakery/Dessert/Snack,BAKERY
80,patty_shell,Bakery/Dessert/Snack,BAKERY
80,pappadams,Bakery/Dessert/Snack,BAKERY
80,taco_shell,Bakery/Dessert/Snack,BAKERY
80,wonton,Bakery/Dessert/Snack,BAKERY
80,gyoza,Bakery/Dessert/Snack,BAKERY
80,springroll,Bakery/Dessert/Snack,BAKERY
80,lumpia,Bakery/Dessert/Snack,BAKERY
80,sev,Bakery/Dessert/Snack,BAKERY
81,hash_brown,Root Vegetable,ROOT_VEG
81,tater_tot,Root Vegetable,ROOT_VEG
81,french_fry,Root Vegetable,ROOT_VEG
81,potato_patty,Root Vegetable,ROOT_VEG
81,southern_hash_brown,Root Vegetable,ROOT_VEG
82,cool_whip,Bakery/Dessert/Snack,BAKERY
82,whipped_topping,Bakery/Dessert/Snack,BAKERY
82,dream_whip,Bakery/Dessert/Snack,BAKERY
82,dessert_topping,Bakery/Dessert/Snack,BAKERY
82,non_dairy_topping,Bakery/Dessert/Snack,BAKERY
82,frozen_non_dairy_topping,Bakery/Dessert/Snack,BAKERY
83,stuffing,Bread,BREAD
83,stove_top,Bread,BREAD
83,pepperidge_farm_stuffing,Bread,BREAD
84,bisquick,Starch/Flour,STARCH_FLOUR
84,baking_mix,Starch/Flour,STARCH_FLOUR
84,jiffy,Starch/Flour,STARCH_FLOUR
84,atkins_baking_mix,Starch/Flour,STARCH_FLOUR
84,gluten_free_baking_mix,Starch/Flour,STARCH_FLOUR
84,reduced_fat_baking_mix,Starch/Flour,STARCH_FLOUR
85,masa,Starch/Flour,STARCH_FLOUR
85,cornflour,Starch/Flour,STARCH_FLOUR
85,besan,Starch/Flour,STARCH_FLOUR
85,gram_flour,Starch/Flour,STARCH_FLOUR
85,chickpea_flour,Starch/Flour,STARCH_FLOUR
85,rye_meal,Starch/Flour,STARCH_FLOUR
85,farina,Starch/Flour,STARCH_FLOUR
86,cannellini,Legume,LEGUME
86,black_gram,Legume,LEGUME
86,green_gram,Legume,LEGUME
86,horse_gram,Legume,LEGUME
87,grenadine,Sweetener,SWEETENER
87,coco_lopez,Sweetener,SWEETENER
87,mole,Sweetener,SWEETENER
87,marmalade,Sweetener,SWEETENER
87,applesauce,Sweetener,SWEETENER
87,rice_syrup,Sweetener,SWEETENER
87,white_karo,Sweetener,SWEETENER
88,marinade,Condiment,CONDIMENT
88,mole,Condiment,CONDIMENT
88,sofrito,Condiment,CONDIMENT
88,recado,Condiment,CONDIMENT
88,giardiniera,Condiment,CONDIMENT
88,caponata,Condiment,CONDIMENT
88,mirepoix,Condiment,CONDIMENT
88,alcaparrado,Condiment,CONDIMENT
88,pico_de_gallo,Condiment,CONDIMENT
88,liquid_smoke,Condiment,CONDIMENT
88,maggi,Condiment,CONDIMENT
88,marmite,Condiment,CONDIMENT
88,vegemite,Condiment,CONDIMENT
88,braggs,Condiment,CONDIMENT
88,kitchen_bouquet,Condiment,CONDIMENT
88,dashida,Condiment,CONDIMENT
88,demi_glace,Condiment,CONDIMENT
88,glace_de_viande,Condiment,CONDIMENT
88,roux,Condiment,CONDIMENT
88,bisto,Condiment,CONDIMENT
88,catsup,Condiment,CONDIMENT
88,catalina,Condiment,CONDIMENT
88,wishbone,Condiment,CONDIMENT
88,miracle_whip,Condiment,CONDIMENT
88,coleslaw_dressing,Condiment,CONDIMENT
88,herb_salad_dressing,Condiment,CONDIMENT
88,french_dressing,Condiment,CONDIMENT
88,greek_dressing,Condiment,CONDIMENT
89,pimento,Acid/Sour,ACID
89,pimiento,Acid/Sour,ACID
89,alcaparrado,Acid/Sour,ACID
89,cornichons,Acid/Sour,ACID
89,spanish_olives,Acid/Sour,ACID
89,caperberries,Acid/Sour,ACID
89,gherkin,Acid/Sour,ACID
89,sweet_pickle,Acid/Sour,ACID
89,sour_mix,Acid/Sour,ACID
90,vegetable,Plant/Vegetable,PLANT_VEG
90,veggie,Plant/Vegetable,PLANT_VEG
90,veg,Plant/Vegetable,PLANT_VEG
90,greens,Plant/Vegetable,PLANT_VEG
90,green,Plant/Vegetable,PLANT_VEG
90,herb,Plant/Vegetable,PLANT_VEG
90,spice,Plant/Vegetable,PLANT_VEG
90,seed,Plant/Vegetable,PLANT_VEG
90,fruit,Plant/Vegetable,PLANT_VEG
90,grain,Plant/Vegetable,PLANT_VEG
90,cereal,Plant/Vegetable,PLANT_VEG
90,seafood,Plant/Vegetable,PLANT_VEG
90,condiment,Plant/Vegetable,PLANT_VEG
